article_title,revision_id,article_quality,country,population,region
Ahmad Zaidi Adruce,1240901693,C,Malaysia,33.4,SOUTHEAST ASIA
Ajis Sitin,1242147160,Stub,Malaysia,33.4,SOUTHEAST ASIA
Akmar Hisham,1241217403,C,Malaysia,33.4,SOUTHEAST ASIA
Arifin Asgali,1246013371,Start,Malaysia,33.4,SOUTHEAST ASIA
Assaffal P. Alian,1217649866,Start,Malaysia,33.4,SOUTHEAST ASIA
Ationg Tituh,1249350341,C,Malaysia,33.4,SOUTHEAST ASIA
Azam Kamaralzaman,1250251847,Stub,Malaysia,33.4,SOUTHEAST ASIA
Azli Yusof,1247236590,C,Malaysia,33.4,SOUTHEAST ASIA
Azmi Alang,1232728388,Stub,Malaysia,33.4,SOUTHEAST ASIA
R. G. Balan,1181678224,Start,Malaysia,33.4,SOUTHEAST ASIA
Abdul Aziz bin Husain,1248516426,C,Malaysia,33.4,SOUTHEAST ASIA
Bukhori Ghazali,1244373350,Stub,Malaysia,33.4,SOUTHEAST ASIA
Chen Tien,1242594720,Start,Malaysia,33.4,SOUTHEAST ASIA
Chin Peng,1249683366,B,Malaysia,33.4,SOUTHEAST ASIA
Chong Ted Tsiung,1219857937,Stub,Malaysia,33.4,SOUTHEAST ASIA
Danyal Balagopal Abdullah,1210596392,Start,Malaysia,33.4,SOUTHEAST ASIA
Lily Eberwein,1250318582,C,Malaysia,33.4,SOUTHEAST ASIA
Ellron Alfred Angin,1247695585,Start,Malaysia,33.4,SOUTHEAST ASIA
Eu Chooi Yip,1222002149,C,Malaysia,33.4,SOUTHEAST ASIA
Fong Chong Pik,1181679522,Stub,Malaysia,33.4,SOUTHEAST ASIA
Heah Joo Seang,1248625537,C,Malaysia,33.4,SOUTHEAST ASIA
Hii King Chiong,1246848736,Start,Malaysia,33.4,SOUTHEAST ASIA
Hishamuddin Rais,1184798433,Start,Malaysia,33.4,SOUTHEAST ASIA
Ishak Haji Muhammad,1250335304,C,Malaysia,33.4,SOUTHEAST ASIA
Jennifer Lasimbang,1248703003,Start,Malaysia,33.4,SOUTHEAST ASIA
Joachim Gunsalam,1249455076,Start,Malaysia,33.4,SOUTHEAST ASIA
Kamarulzaman Teh,1136811500,Start,Malaysia,33.4,SOUTHEAST ASIA
Khairin Nisa,1221940896,Start,Malaysia,33.4,SOUTHEAST ASIA
Kontik Kamariah Ahmad,1135839519,Start,Malaysia,33.4,SOUTHEAST ASIA
Devaki Krishnan,1205996149,C,Malaysia,33.4,SOUTHEAST ASIA
Lau Pak Khuan,1128509902,Start,Malaysia,33.4,SOUTHEAST ASIA
Lau Yew,1208100175,Stub,Malaysia,33.4,SOUTHEAST ASIA
Azlan Mohd Lazim,968561996,Start,Malaysia,33.4,SOUTHEAST ASIA
Philip Lee Tau Sang,1206566211,Stub,Malaysia,33.4,SOUTHEAST ASIA
Liou Chen Kuang,1217527148,Start,Malaysia,33.4,SOUTHEAST ASIA
Mamad Puteh,1240270368,Start,Malaysia,33.4,SOUTHEAST ASIA
N.K. Menon,1243495927,Start,Malaysia,33.4,SOUTHEAST ASIA
Mohamad Fazli Mohamad Salleh,1218180353,Start,Malaysia,33.4,SOUTHEAST ASIA
Mohd Sobri Saleh,1228248124,Start,Malaysia,33.4,SOUTHEAST ASIA
John Victor Morais,1095635753,Stub,Malaysia,33.4,SOUTHEAST ASIA
Muhammad Fauzi Yusoff,1243441383,Start,Malaysia,33.4,SOUTHEAST ASIA
Nor Hafizah Othman,1227719407,Stub,Malaysia,33.4,SOUTHEAST ASIA
K. Pathmanaban,1158304288,Start,Malaysia,33.4,SOUTHEAST ASIA
Rashid Maidin,1181678243,C,Malaysia,33.4,SOUTHEAST ASIA
Rasinin Kautis,1243633848,Start,Malaysia,33.4,SOUTHEAST ASIA
Roslan Saidin,1236575083,Start,Malaysia,33.4,SOUTHEAST ASIA
Ruslan Muharam,1246980841,Start,Malaysia,33.4,SOUTHEAST ASIA
Abang Muhammad Salahuddin,1249027291,C,Malaysia,33.4,SOUTHEAST ASIA
Samsudin Osman,1228848919,C,Malaysia,33.4,SOUTHEAST ASIA
Sarifuddin Hata,1219055795,Start,Malaysia,33.4,SOUTHEAST ASIA
Sedomon Gunsanad Kina,1237804107,C,Malaysia,33.4,SOUTHEAST ASIA
Shamsiah Fakeh,1231284014,C,Malaysia,33.4,SOUTHEAST ASIA
Sukarti Wakiman,1215810575,Start,Malaysia,33.4,SOUTHEAST ASIA
Sulaiman Bulon,1241620183,Stub,Malaysia,33.4,SOUTHEAST ASIA
Tan Keng Liang,1189171478,Start,Malaysia,33.4,SOUTHEAST ASIA
Nathaniel Tan,1117048590,C,Malaysia,33.4,SOUTHEAST ASIA
Lai Teck,1249684074,C,Malaysia,33.4,SOUTHEAST ASIA
R.S. Thanenthiran,1243496357,Start,Malaysia,33.4,SOUTHEAST ASIA
Uda Sulai,1249150239,Start,Malaysia,33.4,SOUTHEAST ASIA
Wan Rosdy Wan Ismail,1249735006,C,Malaysia,33.4,SOUTHEAST ASIA
Wilson Ugak Kumbong,1243969275,Start,Malaysia,33.4,SOUTHEAST ASIA
Eli Wong,1158395655,Stub,Malaysia,33.4,SOUTHEAST ASIA
Ibrahim Yaacob,1237215339,Start,Malaysia,33.4,SOUTHEAST ASIA
Ismail Yaacob,1242682560,Stub,Malaysia,33.4,SOUTHEAST ASIA
Zainal Abidin Ahmad (writer),1210890988,C,Malaysia,33.4,SOUTHEAST ASIA
Abdul Raheem Abdulla,1248364678,C,Maldives,0.6,SOUTH ASIA
Eva Abdulla,1246172924,Start,Maldives,0.6,SOUTH ASIA
Ahmed Adeeb,1249868446,C,Maldives,0.6,SOUTH ASIA
Ilham Ahmed,1106063792,Stub,Maldives,0.6,SOUTH ASIA
Mohamed Asim,1242820563,Start,Maldives,0.6,SOUTH ASIA
Adam Azim (politician),1250658582,Stub,Maldives,0.6,SOUTH ASIA
Ahmed Faris Maumoon,1249772760,C,Maldives,0.6,SOUTH ASIA
Hassan Latheef,1245816323,Stub,Maldives,0.6,SOUTH ASIA
Adam Naseer Ibrahim,1226315175,Stub,Maldives,0.6,SOUTH ASIA
Abdulla Jihad,1244494984,Start,Maldives,0.6,SOUTH ASIA
Abdul Majeed Mahir,1249604493,Start,Maldives,0.6,SOUTH ASIA
Ahmed Mahloof,1247508110,C,Maldives,0.6,SOUTH ASIA
Reeko Moosa Manik,1227781579,Start,Maldives,0.6,SOUTH ASIA
Abdulla Maseeh Mohamed,1250562656,Start,Maldives,0.6,SOUTH ASIA
Yumna Maumoon,1248445820,Stub,Maldives,0.6,SOUTH ASIA
Mohamed Ashmalee,1235587846,Stub,Maldives,0.6,SOUTH ASIA
Sharif Mohamed,1244941090,Start,Maldives,0.6,SOUTH ASIA
Mohamed Muizzu,1249376012,GA,Maldives,0.6,SOUTH ASIA
Family of Mohamed Muizzu,1247284084,Start,Maldives,0.6,SOUTH ASIA
Ahmed Nareesh,1229648052,Stub,Maldives,0.6,SOUTH ASIA
Faisal Naseem,1240444041,Start,Maldives,0.6,SOUTH ASIA
Nazra Naseem,1231286080,Start,Maldives,0.6,SOUTH ASIA
Abdulla Shahid,1244783683,C,Maldives,0.6,SOUTH ASIA
Shidhatha Shareef,1185086630,Stub,Maldives,0.6,SOUTH ASIA
Shifa Mohamed,1238331180,Stub,Maldives,0.6,SOUTH ASIA
Aishath Shiham,1239447378,Stub,Maldives,0.6,SOUTH ASIA
Jameel Usman,1229519780,C,Maldives,0.6,SOUTH ASIA
Mohammed Waheed Deen,1241974843,Start,Maldives,0.6,SOUTH ASIA
Umar Zahir (politician),1240955887,C,Maldives,0.6,SOUTH ASIA
Muad Mohamed Zaki,1225542574,Start,Maldives,0.6,SOUTH ASIA
Moosa Zameer,1249583931,Start,Maldives,0.6,SOUTH ASIA
Zahiya Zareer,1244341294,C,Maldives,0.6,SOUTH ASIA
Aishath Nahula,1244989200,Start,Maldives,0.6,SOUTH ASIA
Alwata Ichata Sahi,1204711866,Stub,Mali,23.3,WESTERN AFRICA
Amadou Thiam,1244380205,Start,Mali,23.3,WESTERN AFRICA
Sangaré Niamoto Ba,1226329641,Stub,Mali,23.3,WESTERN AFRICA
Boubacar Alpha Bah,1229918902,Stub,Mali,23.3,WESTERN AFRICA
Siby Ginette Bellegarde,1053500952,Stub,Mali,23.3,WESTERN AFRICA
Cheick Bougadary Traoré,1233509228,Stub,Mali,23.3,WESTERN AFRICA
Dramane Dembélé,1106209182,Start,Mali,23.3,WESTERN AFRICA
Hamadoun Dicko,1186363595,Stub,Mali,23.3,WESTERN AFRICA
Mamadou Djigué,1230163595,Stub,Mali,23.3,WESTERN AFRICA
Amadou Doucoure,1185422077,Stub,Mali,23.3,WESTERN AFRICA
Ly Taher Dravé,1226300358,Stub,Mali,23.3,WESTERN AFRICA
Mahamane Haidara,1177650454,Stub,Mali,23.3,WESTERN AFRICA
Jamille Bittar,1062893055,Stub,Mali,23.3,WESTERN AFRICA
Modibo Keïta,1235076006,C,Mali,23.3,WESTERN AFRICA
Mamadou Konaté,1247055409,Stub,Mali,23.3,WESTERN AFRICA
Balla Koné,1220065013,Start,Mali,23.3,WESTERN AFRICA
Garan Fabou Kouyate,1245878638,Start,Mali,23.3,WESTERN AFRICA
Mamadou M'Bodje,1177650569,Stub,Mali,23.3,WESTERN AFRICA
Mohamed Ag Intalla,1223857980,Start,Mali,23.3,WESTERN AFRICA
Zeïni Moulaye,1245389557,Stub,Mali,23.3,WESTERN AFRICA
N'Diaye Ramatoulaye Diallo,1125486904,C,Mali,23.3,WESTERN AFRICA
Yeah Samake,1237748854,B,Mali,23.3,WESTERN AFRICA
Foutanga Babani Sissoko,1231005252,Start,Mali,23.3,WESTERN AFRICA
Ousmane Sy,1053500811,Start,Mali,23.3,WESTERN AFRICA
Tiéman Coulibaly,1224357702,Start,Mali,23.3,WESTERN AFRICA
Amadou Toumani Touré,1247505172,GA,Mali,23.3,WESTERN AFRICA
Demba Traoré (politician),1053499445,Start,Mali,23.3,WESTERN AFRICA
Salimata Traoré,1219803147,Stub,Mali,23.3,WESTERN AFRICA
Ismaël Wagué,1246469926,Stub,Mali,23.3,WESTERN AFRICA
Daniel Attard,1242368271,Stub,Malta,0.6,SOUTHERN EUROPE
Atlan Anien,1142606347,Stub,Marshall Islands,0.1,OCEANIA
Ataji Balos,1136352456,Stub,Marshall Islands,0.1,OCEANIA
Tony deBrum,1234549166,C,Marshall Islands,0.1,OCEANIA
Thomas Heine,1248898497,Stub,Marshall Islands,0.1,OCEANIA
Wilbur Heine,1248898473,Stub,Marshall Islands,0.1,OCEANIA
Alvin Jacklick,1190558199,Stub,Marshall Islands,0.1,OCEANIA
Michael Konelios,1248537667,Stub,Marshall Islands,0.1,OCEANIA
Tadashi Lometo,1215918232,Start,Marshall Islands,0.1,OCEANIA
Dennis Momotaro,1213069064,Start,Marshall Islands,0.1,OCEANIA
Rien Morris,1248538511,Stub,Marshall Islands,0.1,OCEANIA
David Paul (politician),1213791591,Stub,Marshall Islands,0.1,OCEANIA
Witten Philippo,1225039920,Start,Marshall Islands,0.1,OCEANIA
Hiroshi V. Yamamura,1184975727,Stub,Marshall Islands,0.1,OCEANIA
Kane Hamidou Baba,1231791635,Stub,Mauritania,4.9,WESTERN AFRICA
Horma Ould Babana,1196550452,C,Mauritania,4.9,WESTERN AFRICA
Selama Mint Cheikhne Ould Lemrabott,1192502795,Stub,Mauritania,4.9,WESTERN AFRICA
Mohamed Lemine Ch'bih Ould Cheikh Melainine,1227352105,C,Mauritania,4.9,WESTERN AFRICA
Vatimetou Mint Khatry,1225809738,Stub,Mauritania,4.9,WESTERN AFRICA
Messaoud Ould Boulkheir,1245226335,C,Mauritania,4.9,WESTERN AFRICA
Patrick Assirvaden,1150521615,Stub,Mauritania,4.9,WESTERN AFRICA
Anil Bachoo,1226333114,Stub,Mauritania,4.9,WESTERN AFRICA
Antoine Bestel,1231466715,GA,Mauritania,4.9,WESTERN AFRICA
Rishon Bhadain,1242187993,Start,Mauritania,4.9,WESTERN AFRICA
Cassam Ajum Piperdy,1217999545,Start,Mauritania,4.9,WESTERN AFRICA
Eddy J. Changkye,1188052498,C,Mauritania,4.9,WESTERN AFRICA
Joseph-François Charpentier de Cossigny,1230494168,Start,Mauritania,4.9,WESTERN AFRICA
Antoine Toussaint de Chazal,1235560456,Start,Mauritania,4.9,WESTERN AFRICA
Chief Commissioner of Rodrigues,1240586443,Start,Mauritania,4.9,WESTERN AFRICA
Ivan Collendavelloo,1224035151,Stub,Mauritania,4.9,WESTERN AFRICA
Louis Joseph Coralie,1058307177,Start,Mauritania,4.9,WESTERN AFRICA
Adrien d'Épinay,1193460688,C,Mauritania,4.9,WESTERN AFRICA
Sangeet Fowdar,1184652318,C,Mauritania,4.9,WESTERN AFRICA
Jagdish Koonjul,1250186715,C,Mauritania,4.9,WESTERN AFRICA
Pierre Leung Shing,1172388810,Stub,Mauritania,4.9,WESTERN AFRICA
Pritam Singh Mattan,1249627759,Stub,Mauritania,4.9,WESTERN AFRICA
Cehl Meeah,1185223022,Start,Mauritania,4.9,WESTERN AFRICA
Moilin Jean Ah-Chuen,1225850513,GA,Mauritania,4.9,WESTERN AFRICA
Jean-Claude Pierre-Louis,1240586431,Stub,Mauritania,4.9,WESTERN AFRICA
Charles Thomi Pitot,1166086181,Start,Mauritania,4.9,WESTERN AFRICA
Prega Ramsamy,1159629985,Start,Mauritania,4.9,WESTERN AFRICA
Johnson Roussety,1240586450,Stub,Mauritania,4.9,WESTERN AFRICA
Showkutally Soodhun,1230259825,Stub,Mauritania,4.9,WESTERN AFRICA
Subhasnee,1154754342,Stub,Mauritania,4.9,WESTERN AFRICA
Erhart Aten,1218218803,Stub,Federated States of Micronesia,0.1,OCEANIA
Gideon Doone,1227035650,Stub,Federated States of Micronesia,0.1,OCEANIA
John Ehsa,1216588152,Start,Federated States of Micronesia,0.1,OCEANIA
Jack Fritz (politician),1188817966,Stub,Federated States of Micronesia,0.1,OCEANIA
Tony Ganngiyan,1153029460,Stub,Federated States of Micronesia,0.1,OCEANIA
Gerson Jackson,1239995409,Start,Federated States of Micronesia,0.1,OCEANIA
Lyndon Jackson,1231681393,Start,Federated States of Micronesia,0.1,OCEANIA
John Mangefel,1242010533,Stub,Federated States of Micronesia,0.1,OCEANIA
Esmond Moses,1188817746,Stub,Federated States of Micronesia,0.1,OCEANIA
Masao Nakayama,1231670592,Start,Federated States of Micronesia,0.1,OCEANIA
Wesley Simina,1247242628,Start,Federated States of Micronesia,0.1,OCEANIA
Ansito Walter,1231680092,Start,Federated States of Micronesia,0.1,OCEANIA
Robert Weilbacher,1185904613,Start,Federated States of Micronesia,0.1,OCEANIA
Strik Yoma,1239995431,Stub,Federated States of Micronesia,0.1,OCEANIA
Adrian Albu,1201441837,Stub,Moldova,3.4,EASTERN EUROPE
Alexandr Petkov,1232238202,Stub,Moldova,3.4,EASTERN EUROPE
Arcadie Capcelea,1232238412,Stub,Moldova,3.4,EASTERN EUROPE
Oleg Balan,1240225655,Start,Moldova,3.4,EASTERN EUROPE
Galina Balmoș,1232398089,Stub,Moldova,3.4,EASTERN EUROPE
Mihail Barbulat,1232398121,Stub,Moldova,3.4,EASTERN EUROPE
Valentin Beniuc,1232398481,Stub,Moldova,3.4,EASTERN EUROPE
Vlad Bilețchi,1200644828,C,Moldova,3.4,EASTERN EUROPE
Vasile Bîtca,1203790429,Start,Moldova,3.4,EASTERN EUROPE
Valeriu Bulgari,1203782667,Stub,Moldova,3.4,EASTERN EUROPE
Larisa Catrinici,1232400756,Stub,Moldova,3.4,EASTERN EUROPE
Ion Ceban,1250593639,C,Moldova,3.4,EASTERN EUROPE
Vladimir Cebotari,1242626807,C,Moldova,3.4,EASTERN EUROPE
Mihail Cibotaru,1232590199,Stub,Moldova,3.4,EASTERN EUROPE
Ion Constantin Ciobanu,1236291646,Start,Moldova,3.4,EASTERN EUROPE
Romulus Cioflec,1217161284,Start,Moldova,3.4,EASTERN EUROPE
Petru Comendant,1226754329,Stub,Moldova,3.4,EASTERN EUROPE
Artur Cozma,1203784912,Stub,Moldova,3.4,EASTERN EUROPE
Pavel Creangă,1230089280,Stub,Moldova,3.4,EASTERN EUROPE
Cristina Gherasimov,1232591535,Stub,Moldova,3.4,EASTERN EUROPE
Andrei Cucu,1240176226,Stub,Moldova,3.4,EASTERN EUROPE
Vladimir Darie,1164754853,Start,Moldova,3.4,EASTERN EUROPE
Veaceslav Dobîndă,1166993886,Stub,Moldova,3.4,EASTERN EUROPE
Mihail Druță,1232591884,Stub,Moldova,3.4,EASTERN EUROPE
Alexandru Esaulenco,1166993985,Stub,Moldova,3.4,EASTERN EUROPE
Eugeniu Nichiforciuc,1232591966,Stub,Moldova,3.4,EASTERN EUROPE
Gheorghe Ichim,1232592316,Stub,Moldova,3.4,EASTERN EUROPE
Gheorghe Lungu (politician),1232592378,Stub,Moldova,3.4,EASTERN EUROPE
Eugen Gladun,1226755339,Stub,Moldova,3.4,EASTERN EUROPE
Iuliana Gorea-Costin,1246688078,Start,Moldova,3.4,EASTERN EUROPE
Vitalie Gorincioi,1232592554,Stub,Moldova,3.4,EASTERN EUROPE
Vasile Grădinaru,1242620401,Stub,Moldova,3.4,EASTERN EUROPE
Eduard Grama,1203781908,Stub,Moldova,3.4,EASTERN EUROPE
Anatol Grimalschi,1171481822,Stub,Moldova,3.4,EASTERN EUROPE
Vladimir Gurițenco,1167148536,Stub,Moldova,3.4,EASTERN EUROPE
Vasile Iovv,1232593134,Stub,Moldova,3.4,EASTERN EUROPE
Andrei Ivanțoc,1194205679,Start,Moldova,3.4,EASTERN EUROPE
Gheorghe Malarciuc,1200667979,Start,Moldova,3.4,EASTERN EUROPE
Mihail Manoli,1232772683,Stub,Moldova,3.4,EASTERN EUROPE
Radu Marian (politician),1232109911,Stub,Moldova,3.4,EASTERN EUROPE
Constantin Mihăilescu,1189661987,Stub,Moldova,3.4,EASTERN EUROPE
Constantin Mimi,1154939115,Start,Moldova,3.4,EASTERN EUROPE
Timofei Moșneaga,1243922515,C,Moldova,3.4,EASTERN EUROPE
Alexandr Nesterovschi,1232773245,Stub,Moldova,3.4,EASTERN EUROPE
Dumitru Nidelcu,1232773295,Stub,Moldova,3.4,EASTERN EUROPE
"Aleksandr Nikitin (politician, born 1987)",1246754862,Start,Moldova,3.4,EASTERN EUROPE
Grigore Novac,1221538963,Stub,Moldova,3.4,EASTERN EUROPE
Ion Păduraru,1232773604,Stub,Moldova,3.4,EASTERN EUROPE
Vasile Parasca,1232773668,Stub,Moldova,3.4,EASTERN EUROPE
Iacob Popovici,1170486794,Stub,Moldova,3.4,EASTERN EUROPE
Maria Postoico,1239626851,Start,Moldova,3.4,EASTERN EUROPE
Dumitru Pulbere,1170743473,Stub,Moldova,3.4,EASTERN EUROPE
Larisa Șavga,1232778139,Stub,Moldova,3.4,EASTERN EUROPE
Sergiu Palihovici,1232778308,Stub,Moldova,3.4,EASTERN EUROPE
Mihai Severovan,1232778342,Stub,Moldova,3.4,EASTERN EUROPE
Eugeniu Șlopac,1205562439,Stub,Moldova,3.4,EASTERN EUROPE
Eduard Smirnov,1232778549,Stub,Moldova,3.4,EASTERN EUROPE
Nichita Smochină,1250144999,FA,Moldova,3.4,EASTERN EUROPE
Andrei Spînu,1223026665,Stub,Moldova,3.4,EASTERN EUROPE
Sergiu Stati,1232778665,Stub,Moldova,3.4,EASTERN EUROPE
Leonid Talmaci,1232777359,Stub,Moldova,3.4,EASTERN EUROPE
Valentina Țapiș,1232777509,Stub,Moldova,3.4,EASTERN EUROPE
Dmitri Todoroglo,1242167834,Stub,Moldova,3.4,EASTERN EUROPE
Valeriu Troenco,1232777781,Stub,Moldova,3.4,EASTERN EUROPE
Victor Țvircun,1232776378,Stub,Moldova,3.4,EASTERN EUROPE
Victor Țopa,1247836480,Stub,Moldova,3.4,EASTERN EUROPE
Boris Volosatîi,1217912056,C,Moldova,3.4,EASTERN EUROPE
Vitalie Vrabie,1232776874,Stub,Moldova,3.4,EASTERN EUROPE
Jean-Charles Allavena,1222705482,Start,Monaco,0,WESTERN EUROPE
Laurent Anselmi,1228785159,Start,Monaco,0,WESTERN EUROPE
Camille Blanc,1247535187,Start,Monaco,0,WESTERN EUROPE
Robert Calcagno,1135814202,C,Monaco,0,WESTERN EUROPE
Jean Castellini,1249358704,Stub,Monaco,0,WESTERN EUROPE
Paul Demange (politician),1229443213,Stub,Monaco,0,WESTERN EUROPE
Catherine Fautrier,1219297450,Stub,Monaco,0,WESTERN EUROPE
Paul Masseron,1222114102,Start,Monaco,0,WESTERN EUROPE
Thierry Poyet,960140393,Stub,Monaco,0,WESTERN EUROPE
Gilles Tonelli,1183193100,B,Monaco,0,WESTERN EUROPE
Chilkhaajavyn Avday,1051560376,Stub,Mongolia,3.5,EAST ASIA
Dendeviin Terbishdagva,1243521548,Stub,Mongolia,3.5,EAST ASIA
Tsakhiagiin Elbegdorj,1247488873,B,Mongolia,3.5,EAST ASIA
Luvsannyamyn Gantömör,1247359859,Stub,Mongolia,3.5,EAST ASIA
Diluwa Khutugtu Jamsrangjab,1246273574,Start,Mongolia,3.5,EAST ASIA
Bayantömöriin Khaisan,1239033698,C,Mongolia,3.5,EAST ASIA
Mijiddorjiin Khanddorj,1221669826,C,Mongolia,3.5,EAST ASIA
Tsendiin Mönkh-Orgil,1243514846,C,Mongolia,3.5,EAST ASIA
Luvsannamsrain Oyun-Erdene,1249970172,GA,Mongolia,3.5,EAST ASIA
Dritan Abazović,1249023085,GA,Montenegro,0.6,SOUTHERN EUROPE
Božidar Bojović,1245226687,Start,Montenegro,0.6,SOUTHERN EUROPE
Jevrem Brković,1224150168,C,Montenegro,0.6,SOUTHERN EUROPE
Predrag Bulatović,1158653391,Start,Montenegro,0.6,SOUTHERN EUROPE
Miodrag Davidović,1211829162,C,Montenegro,0.6,SOUTHERN EUROPE
Vladimir Dobričanin,1245226697,C,Montenegro,0.6,SOUTHERN EUROPE
Dobrilo Dedeić,696310078,Stub,Montenegro,0.6,SOUTHERN EUROPE
Sekula Drljević,1245746700,GA,Montenegro,0.6,SOUTHERN EUROPE
Fatmir Gjeka,1245226714,Start,Montenegro,0.6,SOUTHERN EUROPE
Milutin Jelić,1220446053,C,Montenegro,0.6,SOUTHERN EUROPE
Batrić Jovanović,1152984878,Stub,Montenegro,0.6,SOUTHERN EUROPE
Jovan Kavarić,1245226560,Stub,Montenegro,0.6,SOUTHERN EUROPE
Zdravko Krivokapić,1244571902,FA,Montenegro,0.6,SOUTHERN EUROPE
Vujica Lazović,1224035540,Start,Montenegro,0.6,SOUTHERN EUROPE
Vladimir Leposavić,1243518946,C,Montenegro,0.6,SOUTHERN EUROPE
Stjepan Mitrov Ljubiša,1240189643,C,Montenegro,0.6,SOUTHERN EUROPE
Stevan Lukačević,1245226568,Stub,Montenegro,0.6,SOUTHERN EUROPE
Branko Lukovac,1190555971,Stub,Montenegro,0.6,SOUTHERN EUROPE
Savić Marković Štedimlija,1245661005,C,Montenegro,0.6,SOUTHERN EUROPE
Tarzan Milošević,1234111779,Stub,Montenegro,0.6,SOUTHERN EUROPE
Iko Mirković,1245226569,Start,Montenegro,0.6,SOUTHERN EUROPE
Fuad Nimani,1242012404,Stub,Montenegro,0.6,SOUTHERN EUROPE
Darko Pajović,1246942243,C,Montenegro,0.6,SOUTHERN EUROPE
Vladimir Pavićević,1207040463,Start,Montenegro,0.6,SOUTHERN EUROPE
Jovan Pavlović (politician),1226935449,Stub,Montenegro,0.6,SOUTHERN EUROPE
Andrija Popović,1245227218,C,Montenegro,0.6,SOUTHERN EUROPE
Evgenije Popović,1243083065,Start,Montenegro,0.6,SOUTHERN EUROPE
Novica Radović,1242578375,Start,Montenegro,0.6,SOUTHERN EUROPE
Miloš Radulović (politician),1207823889,Stub,Montenegro,0.6,SOUTHERN EUROPE
Nešo Šćepović,1245226578,Start,Montenegro,0.6,SOUTHERN EUROPE
Budimir Šegrt,1122440109,Stub,Montenegro,0.6,SOUTHERN EUROPE
Sergej Sekulović,1183676446,Stub,Montenegro,0.6,SOUTHERN EUROPE
Aleksandar Stijović,1243518923,Start,Montenegro,0.6,SOUTHERN EUROPE
Lazar Tomanović,1243083023,Start,Montenegro,0.6,SOUTHERN EUROPE
Lujo Vojnović,1246357379,C,Montenegro,0.6,SOUTHERN EUROPE
Dejan Vukšić,1177292473,Start,Montenegro,0.6,SOUTHERN EUROPE
Abu Bakr Ibn Abi Zaid as-Slawi,1245183760,Stub,Morocco,37,NORTHERN AFRICA
Mohamed Ali El Admi,1055102528,Stub,Morocco,37,NORTHERN AFRICA
Mahjoubi Aherdane,1244052254,Start,Morocco,37,NORTHERN AFRICA
Ba Ahmed,1082884635,Start,Morocco,37,NORTHERN AFRICA
Moulay Ahmed Alaoui,1246012243,Start,Morocco,37,NORTHERN AFRICA
Abderrahmane Amalou,1249089950,Stub,Morocco,37,NORTHERN AFRICA
Saaïd Amzazi,1249054415,Stub,Morocco,37,NORTHERN AFRICA
Abdessamad Archane,1245185308,Stub,Morocco,37,NORTHERN AFRICA
Mustapha Bakkoury,1155781381,C,Morocco,37,NORTHERN AFRICA
Ahmed Balafrej,1244050839,C,Morocco,37,NORTHERN AFRICA
Abdelouahed Belkeziz,1244051993,Start,Morocco,37,NORTHERN AFRICA
Moncef Belkhayat,1244680788,Start,Morocco,37,NORTHERN AFRICA
Mehdi Ben Barka,1250624406,C,Morocco,37,NORTHERN AFRICA
Mohamed Benchaaboun,1245188693,C,Morocco,37,NORTHERN AFRICA
Hakim Benchamach,1244051294,Stub,Morocco,37,NORTHERN AFRICA
Ahmed Benjelloun,1245188391,Stub,Morocco,37,NORTHERN AFRICA
Omar Benjelloun,1245187417,Start,Morocco,37,NORTHERN AFRICA
Fadel Benyaich,1245186940,Start,Morocco,37,NORTHERN AFRICA
Driss Benzekri (activist),1244051602,Start,Morocco,37,NORTHERN AFRICA
Abderrahim Bouabid,1246010673,Start,Morocco,37,NORTHERN AFRICA
M'hamed Boucetta,1243831971,Stub,Morocco,37,NORTHERN AFRICA
Nasser Bourita,1243832858,C,Morocco,37,NORTHERN AFRICA
Abdelghani Bousta,1243833677,B,Morocco,37,NORTHERN AFRICA
Abdelhadi Boutaleb,1245185566,Stub,Morocco,37,NORTHERN AFRICA
Brahim Boutaleb,1243832092,Start,Morocco,37,NORTHERN AFRICA
Miloud Chaabi,1246871230,C,Morocco,37,NORTHERN AFRICA
Mohamed Haddou Chiguer,1243832439,Stub,Morocco,37,NORTHERN AFRICA
Rochdi Chraibi,1245329843,Stub,Morocco,37,NORTHERN AFRICA
Mohammed al-Hajj ibn Mohammed al-Dila'i,1250398472,Start,Morocco,37,NORTHERN AFRICA
Anas Doukkali,1245329508,Stub,Morocco,37,NORTHERN AFRICA
Khalihenna Ould Errachid,1215616785,GA,Morocco,37,NORTHERN AFRICA
Mohamed El Fassi,1190167672,Start,Morocco,37,NORTHERN AFRICA
Ahmed al-Hiba,1241880564,Start,Morocco,37,NORTHERN AFRICA
Ahmed ibn Abi Mahalli,1224487470,GA,Morocco,37,NORTHERN AFRICA
Abdellatif Jouahri,1246185063,Start,Morocco,37,NORTHERN AFRICA
Mohammed Kabbaj,1246358836,Stub,Morocco,37,NORTHERN AFRICA
Abdelhafid Kadiri,1243832532,Stub,Morocco,37,NORTHERN AFRICA
Abdellah Kadiri,1246403569,Start,Morocco,37,NORTHERN AFRICA
Muhammad al-Kattani,1246285307,GA,Morocco,37,NORTHERN AFRICA
Khanatha bint Bakkar,1249128711,C,Morocco,37,NORTHERN AFRICA
Mohand Laenser,1244052275,Stub,Morocco,37,NORTHERN AFRICA
Mohammed Karim Lamrani,1243832238,C,Morocco,37,NORTHERN AFRICA
